alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
12.40 ,3.50 ,1.73 ,17.01 ,83.84 ,1.86 ,0.98 ,0.27 ,0.60 ,2.94 ,0.26 ,1.88 ,398.15 ,1
13.71 ,3.80 ,2.29 ,18.03 ,123.17 ,1.97 ,1.13 ,0.22 ,1.36 ,10.24 ,0.62 ,1.13 ,833.26 ,2
13.20 ,2.31 ,2.41 ,19.58 ,91.44 ,3.10 ,3.05 ,0.39 ,3.18 ,5.09 ,0.73 ,2.94 ,1070.26 ,0
12.30 ,1.21 ,2.45 ,20.26 ,109.61 ,3.11 ,2.05 ,-0.01 ,1.67 ,3.29 ,1.30 ,3.30 ,900.58 ,1
14.51 ,2.00 ,2.70 ,15.73 ,106.46 ,2.59 ,3.54 ,0.44 ,2.22 ,9.53 ,1.25 ,2.95 ,1378.15 ,0
12.79 ,4.21 ,2.14 ,22.91 ,94.28 ,1.08 ,0.49 ,0.82 ,1.07 ,6.15 ,0.74 ,2.10 ,508.52 ,2
11.73 ,5.03 ,2.52 ,22.45 ,92.07 ,1.37 ,0.78 ,0.63 ,0.54 ,4.13 ,0.74 ,1.32 ,762.68 ,2
13.02 ,1.89 ,2.78 ,19.32 ,98.42 ,3.30 ,3.55 ,0.76 ,2.87 ,5.81 ,1.17 ,3.33 ,1260.99 ,0
13.61 ,1.95 ,2.33 ,13.44 ,114.01 ,3.53 ,3.42 ,0.21 ,2.06 ,6.30 ,0.87 ,3.12 ,1212.05 ,0
11.91 ,1.53 ,2.03 ,16.64 ,99.60 ,1.50 ,1.82 ,0.20 ,0.93 ,4.15 ,1.06 ,2.34 ,394.36 ,1
14.04 ,0.70 ,1.72 ,15.54 ,71.30 ,3.41 ,2.77 ,-0.09 ,2.05 ,5.73 ,0.94 ,3.49 ,480.97 ,1
11.69 ,1.28 ,3.00 ,18.33 ,89.36 ,2.61 ,2.76 ,0.57 ,2.18 ,4.57 ,1.12 ,2.35 ,620.14 ,1
12.44 ,1.57 ,2.69 ,25.55 ,80.54 ,1.69 ,1.86 ,0.46 ,0.98 ,4.34 ,0.67 ,2.63 ,494.26 ,1
12.76 ,1.05 ,2.04 ,15.84 ,92.86 ,2.30 ,0.61 ,0.92 ,1.14 ,4.87 ,0.90 ,1.31 ,600.97 ,2
14.23 ,1.88 ,2.76 ,19.16 ,104.48 ,3.10 ,2.80 ,0.24 ,1.64 ,3.64 ,1.59 ,4.07 ,837.24 ,0
11.69 ,1.15 ,2.01 ,15.13 ,81.41 ,2.26 ,2.58 ,0.24 ,1.70 ,3.05 ,1.07 ,2.95 ,441.95 ,1
12.46 ,1.72 ,2.62 ,14.78 ,97.42 ,3.09 ,2.89 ,0.09 ,1.18 ,5.32 ,0.83 ,3.40 ,1226.12 ,0
11.72 ,1.61 ,2.43 ,19.68 ,96.84 ,3.43 ,2.67 ,0.01 ,1.08 ,3.76 ,1.17 ,2.66 ,356.68 ,1
12.88 ,1.47 ,2.89 ,16.48 ,94.10 ,2.69 ,3.03 ,-0.04 ,2.20 ,5.16 ,1.43 ,3.47 ,1286.10 ,0
12.70 ,3.42 ,3.16 ,19.59 ,110.56 ,1.94 ,0.14 ,0.64 ,1.02 ,5.10 ,0.83 ,1.70 ,706.67 ,2
12.89 ,2.48 ,3.58 ,24.04 ,132.86 ,2.92 ,3.14 ,0.46 ,1.82 ,3.27 ,1.31 ,3.41 ,757.64 ,0
13.22 ,2.21 ,2.62 ,13.56 ,93.92 ,3.27 ,3.56 ,-0.02 ,2.01 ,5.55 ,0.87 ,3.45 ,1019.37 ,0
12.11 ,2.65 ,2.75 ,20.19 ,115.84 ,1.29 ,0.78 ,0.75 ,1.70 ,10.02 ,0.84 ,1.69 ,828.70 ,2
13.17 ,4.03 ,2.45 ,23.86 ,79.05 ,1.51 ,1.52 ,0.77 ,1.57 ,5.20 ,1.09 ,2.14 ,516.71 ,1
13.48 ,2.72 ,2.73 ,22.39 ,115.34 ,1.65 ,0.85 ,0.10 ,1.94 ,7.70 ,1.23 ,1.75 ,692.61 ,2
13.19 ,3.20 ,2.29 ,17.48 ,103.49 ,2.09 ,0.93 ,0.83 ,1.72 ,10.98 ,0.20 ,1.53 ,689.15 ,2
13.50 ,1.64 ,2.40 ,11.07 ,90.70 ,2.97 ,2.54 ,0.30 ,1.53 ,4.00 ,1.29 ,3.04 ,1137.66 ,0
14.03 ,3.24 ,2.37 ,19.06 ,112.50 ,1.24 ,0.79 ,0.04 ,0.42 ,5.39 ,0.95 ,1.76 ,731.22 ,2
13.44 ,2.26 ,2.71 ,18.40 ,104.96 ,2.76 ,2.86 ,0.46 ,1.62 ,5.69 ,1.17 ,2.94 ,1370.01 ,0
13.03 ,2.54 ,2.11 ,18.46 ,114.82 ,1.53 ,0.66 ,0.36 ,1.41 ,8.44 ,0.47 ,1.70 ,873.79 ,2
12.52 ,1.47 ,2.58 ,18.76 ,104.50 ,2.51 ,2.01 ,0.15 ,1.70 ,3.82 ,1.02 ,2.75 ,1103.10 ,0
13.64 ,1.52 ,2.49 ,16.65 ,110.80 ,3.41 ,3.02 ,0.46 ,1.81 ,6.70 ,0.99 ,2.47 ,1321.84 ,0
11.59 ,4.00 ,2.41 ,19.49 ,79.81 ,2.42 ,3.33 ,0.00 ,2.98 ,2.64 ,0.51 ,3.68 ,382.14 ,1
12.08 ,1.73 ,2.15 ,21.25 ,88.78 ,1.83 ,1.56 ,0.51 ,1.83 ,1.75 ,1.03 ,3.47 ,520.38 ,1
13.85 ,4.54 ,2.35 ,19.43 ,118.58 ,1.58 ,0.80 ,0.43 ,1.66 ,10.92 ,0.64 ,1.43 ,884.81 ,2
14.25 ,4.00 ,2.27 ,13.07 ,120.67 ,3.17 ,3.42 ,0.42 ,2.17 ,4.77 ,0.86 ,3.56 ,704.46 ,0
12.26 ,1.37 ,2.17 ,14.48 ,97.49 ,2.32 ,2.70 ,0.43 ,1.25 ,3.98 ,1.24 ,2.79 ,1010.23 ,0
13.35 ,2.42 ,2.53 ,18.76 ,85.42 ,1.62 ,0.61 ,0.18 ,1.05 ,10.92 ,0.63 ,1.45 ,685.35 ,2
13.82 ,1.34 ,2.45 ,16.40 ,99.95 ,2.98 ,3.07 ,0.27 ,1.36 ,4.98 ,1.01 ,2.91 ,1089.17 ,0
11.76 ,0.69 ,2.18 ,21.36 ,79.82 ,2.57 ,2.22 ,0.63 ,1.22 ,3.27 ,0.77 ,2.31 ,395.13 ,1
14.02 ,0.86 ,1.58 ,15.65 ,86.77 ,1.87 ,1.99 ,0.19 ,1.85 ,4.49 ,1.32 ,2.74 ,400.31 ,1
12.33 ,2.20 ,2.23 ,16.78 ,125.35 ,2.95 ,3.63 ,0.15 ,2.06 ,6.82 ,0.39 ,3.49 ,818.29 ,0
11.71 ,2.72 ,2.62 ,20.93 ,103.22 ,1.67 ,0.83 ,0.70 ,1.09 ,5.58 ,0.91 ,2.27 ,549.44 ,2
13.96 ,4.76 ,2.39 ,24.34 ,110.89 ,1.85 ,1.03 ,-0.07 ,0.98 ,9.14 ,0.86 ,1.86 ,593.36 ,2
15.62 ,4.18 ,2.55 ,20.56 ,115.34 ,2.87 ,2.84 ,0.53 ,1.60 ,4.56 ,1.01 ,3.56 ,1048.32 ,0
13.00 ,1.72 ,2.86 ,16.09 ,131.58 ,2.68 ,2.71 ,0.43 ,2.00 ,5.63 ,1.28 ,4.18 ,1091.48 ,0
12.15 ,2.08 ,3.35 ,22.62 ,119.15 ,2.96 ,2.60 ,0.31 ,2.02 ,4.00 ,0.87 ,3.21 ,807.39 ,0
11.80 ,2.37 ,3.17 ,20.96 ,123.19 ,1.63 ,1.08 ,-0.43 ,1.51 ,2.43 ,1.04 ,2.46 ,586.38 ,1
12.71 ,1.53 ,2.49 ,18.55 ,112.28 ,2.90 ,3.64 ,0.08 ,2.00 ,7.09 ,1.20 ,3.07 ,1470.47 ,0
12.91 ,3.68 ,2.89 ,14.27 ,106.55 ,2.87 ,2.76 ,0.56 ,1.78 ,4.98 ,1.02 ,3.45 ,805.97 ,0
15.22 ,1.51 ,2.40 ,16.55 ,98.94 ,2.18 ,3.03 ,0.02 ,2.09 ,5.74 ,0.96 ,3.45 ,1200.90 ,0
11.99 ,3.50 ,2.71 ,20.81 ,104.05 ,1.74 ,1.04 ,0.40 ,1.14 ,4.49 ,0.82 ,1.06 ,569.08 ,2
11.90 ,1.53 ,2.03 ,16.67 ,99.46 ,1.50 ,1.82 ,0.20 ,0.94 ,4.14 ,1.07 ,2.31 ,389.98 ,1
12.48 ,2.16 ,2.62 ,17.60 ,94.38 ,2.71 ,2.82 ,0.33 ,1.10 ,4.36 ,1.11 ,2.81 ,1070.51 ,0
12.50 ,1.42 ,2.28 ,14.15 ,149.09 ,2.11 ,2.35 ,0.45 ,2.59 ,3.35 ,0.97 ,2.17 ,750.24 ,1
11.44 ,1.46 ,2.42 ,17.89 ,83.55 ,3.63 ,2.97 ,0.14 ,1.66 ,3.91 ,1.01 ,2.56 ,454.71 ,1
11.95 ,3.91 ,2.27 ,21.00 ,118.42 ,1.24 ,1.30 ,0.11 ,1.09 ,9.14 ,0.51 ,1.43 ,574.43 ,2
11.38 ,2.32 ,2.72 ,21.63 ,102.88 ,1.06 ,1.07 ,0.26 ,0.61 ,5.37 ,1.07 ,0.90 ,537.86 ,2
11.26 ,1.95 ,1.94 ,21.18 ,88.71 ,2.30 ,1.59 ,0.29 ,1.45 ,2.58 ,0.75 ,2.58 ,410.72 ,1
12.40 ,2.86 ,2.76 ,23.11 ,122.84 ,1.19 ,1.47 ,0.18 ,1.33 ,8.27 ,0.62 ,1.13 ,455.38 ,2
13.08 ,2.85 ,2.21 ,18.88 ,111.93 ,1.46 ,0.78 ,0.39 ,0.83 ,5.44 ,1.10 ,1.45 ,485.15 ,2
15.11 ,1.53 ,1.99 ,14.55 ,88.53 ,3.15 ,2.97 ,-0.09 ,1.78 ,8.10 ,1.20 ,3.71 ,1050.04 ,0
13.52 ,1.05 ,2.24 ,14.98 ,140.60 ,2.28 ,1.82 ,0.43 ,2.71 ,3.23 ,1.50 ,2.66 ,800.99 ,1
12.17 ,2.10 ,2.07 ,18.25 ,116.33 ,3.24 ,2.64 ,0.38 ,2.19 ,4.78 ,0.84 ,3.73 ,868.18 ,0
13.13 ,0.86 ,2.09 ,16.14 ,90.95 ,2.01 ,0.37 ,0.29 ,1.67 ,4.96 ,0.65 ,1.93 ,604.12 ,2
12.45 ,1.09 ,2.57 ,22.84 ,110.68 ,3.57 ,2.12 ,-0.20 ,1.88 ,3.24 ,0.91 ,3.18 ,871.98 ,1
13.01 ,1.88 ,2.78 ,19.34 ,98.26 ,3.29 ,3.55 ,0.76 ,2.87 ,5.74 ,1.17 ,3.32 ,1268.40 ,0
13.54 ,1.75 ,2.73 ,16.86 ,121.73 ,2.95 ,2.77 ,0.22 ,1.69 ,6.70 ,1.21 ,3.04 ,1274.93 ,0
13.22 ,1.36 ,2.07 ,16.36 ,107.76 ,2.67 ,1.14 ,0.30 ,0.73 ,6.29 ,1.06 ,1.89 ,419.22 ,1
13.12 ,1.78 ,2.56 ,18.62 ,105.65 ,2.96 ,2.50 ,0.51 ,1.75 ,4.06 ,1.64 ,2.93 ,920.17 ,0
13.15 ,1.01 ,1.71 ,14.34 ,71.98 ,2.93 ,2.85 ,0.48 ,2.29 ,5.07 ,1.30 ,3.35 ,506.23 ,1
11.46 ,1.11 ,1.94 ,17.55 ,104.97 ,2.12 ,1.54 ,0.78 ,0.61 ,6.55 ,1.29 ,1.79 ,463.30 ,1
13.01 ,1.73 ,2.86 ,16.07 ,131.55 ,2.70 ,2.71 ,0.43 ,2.00 ,5.66 ,1.28 ,4.19 ,1089.11 ,0
13.94 ,3.22 ,2.60 ,22.31 ,119.73 ,0.99 ,1.20 ,0.51 ,1.46 ,8.84 ,0.66 ,1.44 ,472.87 ,2
12.56 ,1.36 ,2.40 ,22.05 ,98.24 ,0.99 ,0.63 ,0.22 ,1.36 ,3.14 ,0.75 ,1.84 ,947.36 ,1
12.51 ,2.70 ,3.43 ,20.99 ,125.40 ,3.05 ,2.16 ,0.65 ,2.07 ,3.95 ,0.93 ,3.08 ,725.95 ,0
12.66 ,3.07 ,2.22 ,19.27 ,85.31 ,1.81 ,0.58 ,0.60 ,0.77 ,6.42 ,0.77 ,2.17 ,599.41 ,2
11.85 ,3.51 ,2.22 ,19.49 ,88.40 ,1.46 ,0.68 ,0.44 ,0.83 ,9.56 ,0.82 ,1.71 ,667.25 ,2
13.68 ,1.19 ,2.08 ,21.14 ,78.93 ,1.39 ,1.47 ,0.58 ,1.49 ,3.15 ,0.59 ,1.90 ,499.25 ,1
11.96 ,4.00 ,1.89 ,17.24 ,122.76 ,1.42 ,1.06 ,0.39 ,0.79 ,7.21 ,0.80 ,1.86 ,905.10 ,2
13.21 ,4.32 ,2.05 ,22.43 ,87.80 ,1.47 ,0.12 ,0.74 ,1.37 ,7.63 ,0.55 ,2.00 ,517.21 ,2
12.60 ,3.25 ,2.23 ,20.12 ,104.44 ,1.47 ,0.34 ,0.61 ,1.19 ,3.66 ,0.90 ,1.76 ,889.25 ,2
13.31 ,2.27 ,2.40 ,18.68 ,127.57 ,3.10 ,1.86 ,0.24 ,1.05 ,4.79 ,0.82 ,3.33 ,1172.45 ,0
12.72 ,3.40 ,3.17 ,19.61 ,110.59 ,1.94 ,0.15 ,0.64 ,1.02 ,5.13 ,0.83 ,1.71 ,708.15 ,2
11.92 ,1.53 ,2.03 ,16.62 ,99.76 ,1.49 ,1.81 ,0.20 ,0.93 ,4.12 ,1.07 ,2.32 ,393.74 ,1
13.13 ,2.61 ,2.94 ,27.54 ,96.42 ,2.10 ,0.28 ,0.39 ,1.21 ,7.92 ,0.65 ,1.81 ,894.67 ,2
11.38 ,2.66 ,2.05 ,16.71 ,120.37 ,1.96 ,1.11 ,0.49 ,0.97 ,3.26 ,0.93 ,2.59 ,468.56 ,1
11.87 ,2.83 ,2.52 ,20.14 ,117.20 ,1.69 ,0.84 ,0.01 ,1.45 ,8.79 ,0.46 ,1.46 ,838.93 ,2
12.00 ,0.74 ,1.54 ,16.96 ,158.17 ,1.71 ,1.50 ,-0.15 ,2.50 ,2.53 ,1.20 ,3.16 ,695.51 ,1
13.98 ,4.76 ,2.39 ,24.32 ,111.00 ,1.83 ,1.02 ,-0.07 ,0.97 ,9.12 ,0.86 ,1.86 ,596.75 ,2
11.18 ,2.94 ,1.97 ,18.98 ,100.40 ,3.02 ,2.23 ,0.60 ,1.10 ,2.69 ,0.94 ,3.13 ,405.69 ,1
12.61 ,3.62 ,2.62 ,19.79 ,93.12 ,2.21 ,0.92 ,0.52 ,1.29 ,8.35 ,0.36 ,1.20 ,695.19 ,2
13.03 ,1.83 ,2.18 ,19.71 ,81.52 ,2.05 ,1.37 ,0.88 ,1.81 ,2.15 ,1.08 ,2.63 ,465.86 ,1
14.25 ,1.44 ,2.48 ,24.14 ,81.18 ,3.16 ,2.58 ,0.12 ,1.99 ,3.50 ,1.13 ,3.44 ,430.31 ,1
13.60 ,2.10 ,2.57 ,17.39 ,84.65 ,1.74 ,0.80 ,0.55 ,0.65 ,9.36 ,0.57 ,1.81 ,470.99 ,2
12.21 ,1.08 ,1.83 ,18.39 ,90.21 ,2.39 ,1.68 ,0.43 ,2.20 ,2.78 ,1.07 ,3.37 ,328.52 ,1
15.73 ,1.46 ,2.36 ,14.26 ,91.32 ,3.09 ,2.99 ,0.31 ,2.31 ,5.31 ,1.42 ,2.49 ,1071.99 ,0
13.21 ,1.72 ,2.38 ,13.20 ,104.46 ,2.41 ,2.55 ,0.24 ,2.13 ,5.10 ,0.96 ,3.67 ,1239.80 ,0
12.99 ,2.04 ,2.16 ,19.45 ,89.56 ,2.76 ,2.85 ,0.19 ,1.97 ,4.28 ,1.33 ,3.72 ,681.95 ,1
13.29 ,2.51 ,2.07 ,18.67 ,90.53 ,1.44 ,0.55 ,0.79 ,0.56 ,11.01 ,0.47 ,1.50 ,463.26 ,2
11.76 ,5.45 ,2.90 ,25.98 ,100.89 ,1.68 ,0.32 ,0.75 ,1.45 ,5.27 ,0.55 ,1.76 ,515.44 ,2
14.17 ,3.02 ,2.53 ,21.38 ,98.99 ,1.17 ,1.28 ,0.33 ,0.66 ,4.84 ,0.76 ,1.87 ,577.18 ,2
11.74 ,2.94 ,2.88 ,23.65 ,101.86 ,2.00 ,0.27 ,0.37 ,1.11 ,5.13 ,1.00 ,2.36 ,561.96 ,2
13.71 ,1.18 ,2.66 ,18.55 ,84.64 ,2.45 ,3.36 ,0.27 ,1.86 ,6.22 ,1.20 ,3.06 ,1161.15 ,0
13.40 ,1.62 ,1.71 ,24.40 ,97.40 ,1.54 ,1.19 ,0.47 ,1.64 ,2.23 ,1.23 ,2.62 ,505.07 ,1
13.66 ,1.30 ,2.77 ,17.43 ,94.09 ,2.99 ,2.47 ,0.46 ,1.44 ,4.55 ,0.69 ,2.45 ,1062.50 ,0
14.62 ,2.24 ,2.75 ,21.31 ,131.08 ,2.61 ,2.96 ,0.39 ,1.69 ,6.78 ,0.98 ,2.39 ,1333.25 ,0
12.02 ,4.81 ,2.59 ,27.59 ,105.26 ,2.26 ,2.08 ,0.23 ,1.54 ,1.89 ,1.18 ,3.62 ,332.21 ,1
14.68 ,4.29 ,2.87 ,18.83 ,85.28 ,1.67 ,0.89 ,0.31 ,1.83 ,8.42 ,0.24 ,1.92 ,436.40 ,2
12.94 ,3.43 ,1.79 ,21.83 ,112.91 ,1.49 ,1.20 ,0.29 ,0.78 ,5.87 ,0.50 ,2.05 ,554.96 ,2
14.37 ,2.08 ,2.32 ,17.11 ,89.11 ,2.33 ,3.01 ,0.41 ,1.65 ,6.04 ,0.82 ,2.96 ,1303.69 ,0
14.60 ,2.21 ,2.75 ,21.40 ,130.83 ,2.60 ,2.94 ,0.39 ,1.69 ,6.77 ,0.98 ,2.39 ,1327.18 ,0
12.47 ,1.71 ,2.61 ,14.81 ,97.35 ,3.08 ,2.86 ,0.09 ,1.17 ,5.35 ,0.83 ,3.39 ,1230.97 ,0
13.16 ,2.03 ,2.47 ,17.51 ,134.85 ,3.65 ,2.81 ,0.08 ,2.28 ,5.65 ,0.99 ,3.48 ,748.74 ,0
12.47 ,2.81 ,2.93 ,21.76 ,119.04 ,3.00 ,2.58 ,0.17 ,2.10 ,4.31 ,1.12 ,3.08 ,797.89 ,0
13.30 ,3.85 ,1.92 ,16.56 ,96.61 ,2.53 ,2.33 ,0.17 ,1.77 ,4.41 ,1.02 ,2.60 ,625.40 ,0
13.23 ,1.36 ,2.06 ,16.42 ,107.85 ,2.66 ,1.12 ,0.30 ,0.73 ,6.24 ,1.06 ,1.90 ,422.04 ,1
12.28 ,1.33 ,2.50 ,16.38 ,92.34 ,1.86 ,1.15 ,0.68 ,0.49 ,3.04 ,1.53 ,1.34 ,647.90 ,1
14.41 ,1.68 ,2.24 ,11.17 ,101.20 ,2.94 ,2.38 ,0.03 ,1.55 ,4.50 ,1.16 ,3.36 ,1108.50 ,0
14.73 ,3.08 ,2.43 ,22.33 ,101.38 ,1.40 ,0.61 ,0.87 ,0.71 ,4.63 ,1.13 ,1.69 ,504.85 ,2
13.09 ,2.54 ,2.72 ,17.83 ,111.07 ,2.85 ,3.44 ,0.46 ,2.86 ,6.62 ,1.10 ,3.41 ,1111.01 ,0
14.35 ,2.07 ,2.65 ,16.03 ,112.21 ,4.56 ,3.43 ,0.30 ,2.55 ,7.66 ,0.95 ,3.42 ,1528.24 ,0
13.22 ,2.73 ,2.35 ,23.04 ,95.82 ,1.16 ,0.71 ,0.65 ,0.92 ,9.45 ,0.53 ,1.89 ,664.99 ,2
12.38 ,1.43 ,3.01 ,27.84 ,96.08 ,2.05 ,1.64 ,0.32 ,1.51 ,2.95 ,1.71 ,3.31 ,612.77 ,1
16.03 ,1.92 ,2.49 ,11.76 ,89.23 ,3.71 ,3.64 ,0.55 ,2.72 ,5.33 ,1.53 ,2.96 ,1252.22 ,0
11.67 ,2.19 ,1.84 ,24.24 ,82.74 ,1.14 ,1.81 ,0.61 ,1.81 ,3.56 ,1.17 ,2.38 ,493.29 ,1
12.71 ,1.51 ,2.49 ,20.20 ,100.63 ,1.98 ,1.83 ,0.24 ,1.58 ,3.01 ,1.55 ,2.13 ,387.23 ,1
12.06 ,0.60 ,2.41 ,19.07 ,87.93 ,2.24 ,2.05 ,0.79 ,1.30 ,2.71 ,1.30 ,2.35 ,440.79 ,1
13.17 ,1.54 ,2.37 ,17.36 ,97.85 ,3.19 ,3.00 ,-0.01 ,1.63 ,5.29 ,0.69 ,3.31 ,929.83 ,0
12.59 ,3.20 ,2.24 ,23.55 ,104.09 ,1.84 ,0.72 ,0.23 ,1.47 ,4.56 ,0.39 ,1.56 ,809.17 ,2
12.40 ,1.84 ,2.29 ,19.62 ,88.02 ,1.92 ,1.72 ,0.56 ,1.83 ,2.24 ,0.99 ,2.07 ,447.72 ,1
12.54 ,1.85 ,1.85 ,12.69 ,99.04 ,3.19 ,3.35 ,0.10 ,2.45 ,7.68 ,1.25 ,3.19 ,1130.52 ,0
12.06 ,1.71 ,2.92 ,18.60 ,97.61 ,2.58 ,2.64 ,0.24 ,1.04 ,4.67 ,0.89 ,2.60 ,1172.96 ,0
13.90 ,4.55 ,2.52 ,23.04 ,80.25 ,1.72 ,0.88 ,0.62 ,1.09 ,7.44 ,0.53 ,2.00 ,609.64 ,2
11.71 ,5.04 ,2.51 ,22.60 ,91.99 ,1.37 ,0.76 ,0.63 ,0.55 ,4.06 ,0.73 ,1.33 ,762.85 ,2
11.79 ,4.60 ,1.98 ,17.84 ,121.18 ,1.31 ,0.39 ,0.18 ,1.15 ,8.40 ,0.81 ,2.02 ,871.76 ,2
13.89 ,1.84 ,2.79 ,15.67 ,95.44 ,3.33 ,3.21 ,0.17 ,1.38 ,6.39 ,1.19 ,2.90 ,1375.96 ,0
11.63 ,2.86 ,2.17 ,23.43 ,88.40 ,1.42 ,1.77 ,0.60 ,1.51 ,3.01 ,0.77 ,3.35 ,342.17 ,1
12.15 ,4.01 ,1.65 ,18.25 ,109.71 ,2.87 ,2.70 ,0.11 ,3.04 ,3.25 ,0.22 ,2.89 ,573.68 ,1
10.74 ,0.80 ,2.58 ,21.48 ,74.80 ,2.03 ,1.50 ,-0.05 ,1.32 ,2.15 ,1.30 ,2.77 ,677.02 ,1
11.79 ,3.97 ,2.27 ,21.65 ,85.30 ,1.85 ,1.27 ,0.86 ,1.80 ,5.06 ,1.07 ,1.95 ,533.55 ,1
13.66 ,1.39 ,2.26 ,19.77 ,100.65 ,2.02 ,2.02 ,0.47 ,1.74 ,2.87 ,0.68 ,2.94 ,300.39 ,1
13.44 ,3.74 ,1.87 ,17.92 ,116.24 ,1.53 ,0.74 ,0.30 ,0.82 ,4.75 ,0.96 ,1.97 ,695.89 ,2
11.58 ,1.29 ,1.89 ,20.27 ,73.02 ,1.49 ,1.59 ,0.04 ,1.59 ,3.27 ,1.09 ,1.75 ,527.59 ,1
14.10 ,2.06 ,2.25 ,18.82 ,125.74 ,2.45 ,3.05 ,0.63 ,1.46 ,4.63 ,0.76 ,3.81 ,1227.43 ,0
11.22 ,3.22 ,1.89 ,19.83 ,103.65 ,1.34 ,0.77 ,0.08 ,0.83 ,5.42 ,0.64 ,1.78 ,515.88 ,2
11.68 ,1.68 ,2.55 ,19.00 ,162.38 ,2.64 ,1.85 ,0.28 ,3.31 ,2.73 ,1.11 ,2.64 ,925.65 ,1
14.14 ,1.39 ,2.67 ,15.12 ,104.92 ,4.27 ,3.59 ,0.40 ,1.90 ,6.46 ,0.85 ,3.36 ,1334.75 ,0
13.85 ,4.53 ,2.35 ,19.43 ,119.20 ,1.57 ,0.79 ,0.43 ,1.67 ,10.90 ,0.64 ,1.43 ,884.55 ,2
11.68 ,4.82 ,2.89 ,21.19 ,93.43 ,1.22 ,0.36 ,0.62 ,0.68 ,4.20 ,0.95 ,1.25 ,686.46 ,2
12.40 ,1.76 ,2.07 ,19.42 ,78.61 ,2.45 ,2.28 ,-0.15 ,1.31 ,2.97 ,1.20 ,3.57 ,340.72 ,1
12.53 ,2.26 ,3.17 ,22.48 ,126.03 ,2.86 ,2.56 ,0.12 ,1.59 ,4.83 ,0.76 ,2.71 ,755.39 ,0
13.20 ,1.87 ,2.64 ,16.82 ,111.47 ,2.57 ,2.97 ,0.39 ,1.35 ,6.55 ,1.35 ,3.19 ,1269.90 ,0
15.41 ,1.92 ,2.94 ,16.34 ,122.72 ,2.66 ,2.54 ,0.64 ,1.11 ,5.12 ,0.86 ,3.78 ,1183.34 ,0
11.58 ,2.44 ,2.47 ,18.51 ,94.99 ,1.82 ,2.29 ,0.30 ,1.12 ,4.12 ,1.31 ,2.54 ,626.77 ,1
12.35 ,1.57 ,2.17 ,22.16 ,103.76 ,2.68 ,2.05 ,0.24 ,1.33 ,2.27 ,1.07 ,3.05 ,338.91 ,1
13.63 ,1.54 ,2.49 ,16.63 ,110.75 ,3.43 ,3.03 ,0.46 ,1.82 ,6.76 ,0.99 ,2.46 ,1324.51 ,0
15.15 ,1.80 ,2.16 ,14.03 ,111.98 ,3.60 ,3.04 ,0.51 ,2.28 ,7.45 ,1.19 ,2.60 ,1342.45 ,0
13.25 ,3.22 ,2.30 ,19.24 ,89.13 ,1.57 ,0.15 ,0.55 ,0.83 ,6.05 ,0.60 ,2.23 ,608.51 ,2
11.27 ,1.95 ,1.94 ,21.21 ,88.81 ,2.32 ,1.59 ,0.29 ,1.45 ,2.58 ,0.75 ,2.57 ,412.59 ,1
13.21 ,4.36 ,2.05 ,22.41 ,87.72 ,1.47 ,0.13 ,0.74 ,1.37 ,7.69 ,0.55 ,1.99 ,515.33 ,2
12.62 ,3.07 ,2.22 ,19.38 ,84.93 ,1.81 ,0.59 ,0.60 ,0.76 ,6.39 ,0.77 ,2.16 ,601.67 ,2
10.39 ,1.57 ,2.44 ,27.78 ,91.77 ,1.82 ,1.07 ,0.49 ,1.17 ,2.77 ,1.48 ,3.73 ,618.36 ,1
14.07 ,3.91 ,2.67 ,20.75 ,106.81 ,1.49 ,1.11 ,-0.05 ,1.02 ,4.65 ,0.86 ,1.14 ,636.73 ,2
13.39 ,1.62 ,2.79 ,17.62 ,108.74 ,1.99 ,2.48 ,0.17 ,1.56 ,4.38 ,1.07 ,2.52 ,1152.29 ,0
13.20 ,4.35 ,2.06 ,22.40 ,87.74 ,1.48 ,0.14 ,0.74 ,1.37 ,7.63 ,0.55 ,1.97 ,514.57 ,2
13.23 ,1.87 ,2.17 ,17.03 ,89.51 ,2.56 ,2.48 ,0.05 ,1.84 ,3.71 ,1.09 ,2.93 ,751.57 ,1
12.53 ,1.84 ,1.86 ,12.80 ,99.14 ,3.19 ,3.35 ,0.10 ,2.43 ,7.65 ,1.25 ,3.21 ,1133.35 ,0
12.90 ,0.76 ,2.15 ,19.10 ,101.81 ,2.28 ,1.92 ,0.40 ,1.60 ,2.78 ,1.34 ,3.04 ,437.12 ,1
12.73 ,5.27 ,2.37 ,23.14 ,93.41 ,1.88 ,0.52 ,0.52 ,1.31 ,7.06 ,0.39 ,1.66 ,769.02 ,2
11.96 ,4.27 ,2.12 ,21.60 ,110.67 ,1.64 ,1.06 ,0.26 ,1.09 ,8.90 ,0.39 ,1.64 ,596.54 ,2
10.72 ,2.33 ,2.38 ,20.00 ,93.20 ,2.91 ,2.76 ,0.20 ,1.92 ,3.93 ,0.68 ,3.16 ,677.11 ,1
13.26 ,1.60 ,2.35 ,17.74 ,108.20 ,3.12 ,3.39 ,0.40 ,2.02 ,9.01 ,1.22 ,3.04 ,1574.20 ,0
